M2020-01,11,29,090320,ARBREDEC
1276,7 ,24 ,3  ,2  ,1333 
1277,7 ,10 ,3  ,2  ,1335 
1278,12,0  ,14 ,0  ,1084 
1279,7 ,10 ,3  ,2  ,1337 
1280,12,0  ,14 ,0  ,1074 
1281,7 ,10 ,4  ,2  ,1339 
1282,12,0  ,14 ,0  ,1063 
1283,12,0  ,15 ,0  ,4141 
1284,12,0  ,15 ,0  ,4142 
1285,12,0  ,1  ,0  ,4240 
1286,12,0  ,1  ,0  ,4250 
1287,12,0  ,1  ,0  ,4080 
1288,12,0  ,1  ,0  ,4070 
1289,12,0  ,1  ,0  ,4160 
1290,12,0  ,1  ,0  ,4150 
1291,36,6  ,1  ,2  ,1341 
1292,12,0  ,1  ,0  ,4180 
1293,20,5  ,63 ,1  ,0    
1294,2 ,34 ,6  ,2  ,1343 
1295,12,200,90 ,0  ,5027 
1296,12,0  ,1  ,0  ,1080 
1297,2 ,2  ,3  ,2  ,1345 
1298,12,0  ,3  ,0  ,1210 
1299,5 ,14 ,2  ,2  ,1347 
1300,3 ,17 ,0  ,2  ,1349 
1301,20,5  ,71 ,1  ,0    
1302,19,9  ,0  ,2  ,1351 
1303,2 ,38 ,1  ,2  ,1353 
1304,7 ,2  ,1  ,2  ,1355 
1305,2 ,6  ,1  ,2  ,1357 
1306,12,0  ,6  ,0  ,1190 
1307,2 ,47 ,0  ,2  ,1359 
1308,12,0  ,6  ,0  ,1240 
1309,12,0  ,8  ,0  ,4210 
1310,12,0  ,8  ,0  ,4370 
1311,2 ,8  ,1  ,2  ,1361 
1312,36,18 ,7  ,2  ,1363 
1313,12,0  ,8  ,0  ,1500 
1314,12,0  ,8  ,0  ,1490 
1315,2 ,46 ,4  ,2  ,1365 
1316,12,0  ,9  ,0  ,1120 
1317,12,200,90 ,0  ,5027 
1318,12,0  ,10 ,0  ,1080 
1319,12,0  ,12 ,0  ,1100 
1320,12,0  ,12 ,0  ,1090 
1321,2 ,13 ,7  ,2  ,1367 
1322,12,0  ,13 ,0  ,1200 
1323,2 ,46 ,5  ,2  ,1369 
1324,12,0  ,13 ,0  ,1060 
1325,41,14 ,8  ,2  ,1371 
1326,7 ,23 ,1  ,2  ,1373 
1327,7 ,24 ,3  ,2  ,1375 
1328,7 ,24 ,3  ,2  ,1377 
1329,7 ,10 ,1  ,2  ,1379 
1330,12,0  ,14 ,0  ,1034 
1331,7 ,10 ,1  ,2  ,1381 
1332,12,0  ,14 ,0  ,5122 
1333,7 ,10 ,1  ,2  ,1383 
1334,12,0  ,14 ,0  ,5112 
1335,7 ,10 ,4  ,2  ,1385 
1336,12,0  ,14 ,0  ,1083 
1337,7 ,10 ,4  ,2  ,1387 
1338,12,0  ,14 ,0  ,1073 
1339,12,0  ,14 ,0  ,1061 
1340,12,0  ,14 ,0  ,1062 
1341,12,0  ,1  ,0  ,4200 
1342,12,0  ,1  ,0  ,4190 
1343,12,0  ,1  ,0  ,4210 
1344,12,0  ,1  ,0  ,3056 
1345,29,0  ,0  ,2  ,1389 
1346,12,0  ,3  ,0  ,1090 
1347,2 ,27 ,6  ,2  ,1391 
1348,2 ,27 ,6  ,2  ,1393 
1349,12,0  ,5  ,0  ,3120 
1350,2 ,45 ,2  ,2  ,1395 
1351,12,0  ,5  ,0  ,4040 
1352,12,0  ,5  ,0  ,4215 
1353,2 ,4  ,6  ,2  ,1397 
1354,12,0  ,5  ,0  ,1220 
1355,12,0  ,5  ,0  ,1150 
1356,12,0  ,5  ,0  ,1140 
1357,2 ,37 ,3  ,2  ,1399 
1358,12,0  ,6  ,0  ,1140 
1359,12,0  ,6  ,0  ,1120 
1360,12,0  ,6  ,0  ,1250 
1361,2 ,30 ,4  ,2  ,1401 
1362,12,0  ,8  ,0  ,1270 
1363,12,0  ,8  ,0  ,1520 
1364,12,0  ,8  ,0  ,1510 
1365,5 ,26 ,1  ,2  ,1403 
1366,12,0  ,9  ,0  ,1140 
1367,2 ,14 ,0  ,2  ,1405 
1368,12,0  ,13 ,0  ,1090 
1369,5 ,26 ,3  ,2  ,1407 
1370,12,0  ,13 ,0  ,1180 
1371,12,210,90 ,0  ,5027 
1372,7 ,23 ,3  ,2  ,1409 
1373,2 ,0  ,0  ,2  ,1411 
1374,12,208,90 ,0  ,5027 
1375,7 ,10 ,1  ,2  ,1413 
1376,12,0  ,14 ,0  ,5144 
1377,7 ,10 ,1  ,2  ,1415 
1378,12,0  ,14 ,0  ,5134 
1379,7 ,10 ,2  ,2  ,1417 
1380,12,0  ,14 ,0  ,1033 
1381,12,0  ,14 ,0  ,5121 
1382,12,0  ,14 ,0  ,5122 
1383,12,0  ,14 ,0  ,5111 
1384,12,0  ,14 ,0  ,5112 
1385,12,0  ,14 ,0  ,1081 
1386,12,0  ,14 ,0  ,1082 
1387,12,0  ,14 ,0  ,1071 
1388,12,0  ,14 ,0  ,1072 
1389,9 ,2  ,4  ,2  ,1419 
1390,2 ,43 ,6  ,2  ,1421 
1391,29,0  ,0  ,2  ,1423 
1392,12,0  ,5  ,0  ,3100 
1393,12,0  ,5  ,0  ,4190 
1394,12,0  ,5  ,0  ,3150 
1395,2 ,45 ,3  ,2  ,1425 
1396,12,0  ,5  ,0  ,3220 
1397,2 ,4  ,7  ,2  ,1427 
1398,12,0  ,5  ,0  ,1200 
1399,2 ,6  ,3  ,2  ,1429 
1400,12,0  ,6  ,0  ,1210 
1401,2 ,35 ,4  ,2  ,1431 
1402,12,0  ,8  ,0  ,1280 
1403,12,0  ,9  ,0  ,1100 
1404,12,0  ,9  ,0  ,1150 
1405,2 ,14 ,1  ,2  ,1433 
1406,12,0  ,13 ,0  ,1100 
1407,12,0  ,13 ,0  ,1070 
1408,12,0  ,13 ,0  ,1190 
1409,2 ,0  ,0  ,2  ,1435 
1410,12,209,90 ,0  ,5027 
1411,7 ,24 ,7  ,2  ,1437 
1412,12,0  ,14 ,0  ,1107 
1413,7 ,10 ,2  ,2  ,1439 
1414,12,0  ,14 ,0  ,5143 
1415,7 ,10 ,2  ,2  ,1441 
1416,12,0  ,14 ,0  ,5133 
1417,12,0  ,14 ,0  ,1031 
1418,12,0  ,14 ,0  ,1032 
1419,2 ,2  ,5  ,2  ,1443 
1420,3 ,17 ,0  ,2  ,1445 
1421,2 ,43 ,7  ,2  ,1447 
1422,12,0  ,3  ,0  ,1276 
1423,22,0  ,2  ,2  ,1449 
1424,33,4  ,0  ,2  ,1451 
1425,2 ,45 ,4  ,2  ,1453 
1426,12,0  ,5  ,0  ,3230 
1427,2 ,24 ,2  ,2  ,1455 
1428,12,0  ,5  ,0  ,1170 
1429,12,200,90 ,0  ,5027 
1430,12,0  ,6  ,0  ,1150 
1431,2 ,8  ,4  ,2  ,1457 
1432,3 ,17 ,0  ,2  ,1459 
1433,2 ,14 ,2  ,2  ,1461 
1434,43,13 ,3  ,2  ,1463 
1435,7 ,23 ,4  ,2  ,1465 
1436,12,0  ,14 ,0  ,1047 
1437,7 ,24 ,6  ,2  ,1467 
1438,12,0  ,14 ,0  ,4034 
1439,12,0  ,14 ,0  ,5141 
1440,12,0  ,14 ,0  ,5142 
1441,12,0  ,14 ,0  ,5131 
1442,12,0  ,14 ,0  ,5132 
1443,2 ,2  ,6  ,2  ,1469 
1444,3 ,17 ,0  ,2  ,1471 
1445,12,0  ,3  ,0  ,1100 
1446,12,0  ,3  ,0  ,1110 
1447,20,5  ,109,1  ,0    
1448,12,0  ,3  ,0  ,1286 
1449,35,0  ,0  ,2  ,1473 
1450,19,9  ,0  ,2  ,1475 
1451,20,5  ,143,1  ,0    
1452,12,0  ,5  ,0  ,3176 
1453,2 ,45 ,5  ,2  ,1477 
1454,12,0  ,5  ,0  ,3240 
1455,2 ,5  ,0  ,2  ,1479 
1456,12,0  ,5  ,0  ,1210 
1457,2 ,35 ,5  ,2  ,1481 
1458,36,18 ,6  ,2  ,1483 
1459,12,0  ,8  ,0  ,1310 
1460,2 ,46 ,0  ,2  ,1485 
1461,12,200,90 ,0  ,5027 
1462,12,0  ,13 ,0  ,1130 
1463,12,0  ,13 ,0  ,1120 
1464,12,0  ,13 ,0  ,1110 
1465,12,0  ,14 ,0  ,4021 
1466,12,0  ,14 ,0  ,4022 
1467,7 ,24 ,5  ,2  ,1487 
1468,12,0  ,14 ,0  ,4033 
1469,2 ,2  ,7  ,2  ,1489 
1470,3 ,17 ,0  ,2  ,1491 
1471,12,0  ,3  ,0  ,1120 
1472,12,0  ,3  ,0  ,1130 
1473,1 ,1  ,0  ,17 ,1493 
1474,12,0  ,5  ,0  ,4207 
1475,20,5  ,169,1  ,0    
1476,12,0  ,5  ,0  ,4225 
1477,2 ,45 ,6  ,2  ,1510 
1478,12,0  ,5  ,0  ,3250 
1479,12,200,90 ,0  ,5027 
1480,12,0  ,5  ,0  ,1180 
1481,2 ,9  ,1  ,2  ,1512 
1482,36,19 ,1  ,2  ,1514 
1483,12,0  ,8  ,0  ,1540 
1484,12,0  ,8  ,0  ,1530 
1485,12,0  ,8  ,0  ,1570 
1486,12,0  ,8  ,0  ,1320 
1487,12,0  ,14 ,0  ,4031 
1488,12,0  ,14 ,0  ,4032 
1489,2 ,44 ,7  ,2  ,1516 
1490,13,1  ,5  ,2  ,1518 
1491,12,0  ,3  ,0  ,1140 
1492,12,0  ,3  ,0  ,1150 
1493,12,201,90 ,0  ,5027 
1494,12,0  ,5  ,0  ,4050 
1495,12,0  ,5  ,0  ,4060 
1496,12,0  ,5  ,0  ,4070 
1497,12,0  ,5  ,0  ,4080 
1498,12,0  ,5  ,0  ,4090 
1499,3 ,17 ,0  ,2  ,1520 
1500,12,0  ,5  ,0  ,4120 
1501,12,0  ,5  ,0  ,4130 
1502,12,0  ,5  ,0  ,4140 
1503,12,0  ,5  ,0  ,4150 
1504,12,0  ,5  ,0  ,4160 
1505,12,0  ,5  ,0  ,4170 
1506,12,0  ,5  ,0  ,4180 
1507,12,0  ,5  ,0  ,4237 
1508,12,0  ,5  ,0  ,4207 
1509,12,202,90 ,0  ,5027 
1510,12,200,90 ,0  ,5027 
1511,12,0  ,5  ,0  ,3260 
1512,2 ,35 ,6  ,2  ,1522 
1513,36,15 ,1  ,2  ,1524 
1514,12,0  ,8  ,0  ,1330 
1515,12,0  ,8  ,0  ,1550 
1516,2 ,16 ,3  ,2  ,1526 
1517,12,0  ,3  ,0  ,1300 
1518,5 ,25 ,5  ,2  ,1528 
1519,12,0  ,3  ,0  ,1290 
1520,12,0  ,5  ,0  ,4100 
1521,12,0  ,5  ,0  ,4110 
1522,2 ,35 ,7  ,2  ,1530 
1523,12,0  ,8  ,0  ,1340 
1524,20,5  ,232,1  ,0    
1525,12,0  ,8  ,0  ,1290 
1526,12,200,90 ,0  ,5027 
1527,12,0  ,3  ,0  ,1170 
1528,12,0  ,3  ,0  ,1160 
1529,12,0  ,3  ,0  ,1170 
1530,2 ,9  ,0  ,2  ,1532 
1531,12,0  ,8  ,0  ,1350 
1532,2 ,36 ,0  ,2  ,1534 
1533,3 ,17 ,0  ,2  ,1536 
1534,2 ,36 ,1  ,2  ,1538 
1535,12,0  ,8  ,0  ,1380 
1536,12,0  ,8  ,0  ,1360 
1537,12,0  ,8  ,0  ,1370 
1538,2 ,8  ,5  ,2  ,1540 
1539,12,0  ,8  ,0  ,1390 
1540,2 ,8  ,6  ,2  ,1542 
1541,12,0  ,8  ,0  ,1130 
1542,2 ,46 ,1  ,2  ,1544 
1543,12,0  ,8  ,0  ,1140 
1544,2 ,36 ,2  ,2  ,1546 
1545,12,0  ,8  ,0  ,1580 
1546,2 ,36 ,3  ,2  ,1548 
1547,12,0  ,8  ,0  ,1400 
1548,2 ,46 ,2  ,2  ,1550 
1549,12,0  ,8  ,0  ,1600 
1550,2 ,36 ,4  ,2  ,1552 
1551,12,0  ,8  ,0  ,1590 
1552,2 ,36 ,5  ,2  ,1554 
1553,12,0  ,8  ,0  ,1420 
1554,2 ,36 ,6  ,2  ,1556 
1555,12,0  ,8  ,0  ,1430 
1556,2 ,36 ,7  ,2  ,1558 
1557,12,0  ,8  ,0  ,1440 
1558,2 ,37 ,0  ,2  ,1560 
1559,12,0  ,8  ,0  ,1450 
1560,2 ,7  ,7  ,2  ,1562 
1561,12,0  ,8  ,0  ,1460 
1562,2 ,8  ,2  ,2  ,1564 
1563,12,0  ,8  ,0  ,1200 
1564,2 ,9  ,4  ,2  ,1566 
1565,12,0  ,8  ,0  ,1120 
1566,12,200,90 ,0  ,5027 
1567,12,0  ,8  ,0  ,1210 
